Results Log
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 68

PR_AUC: 0.5297
ROC_AUC: 0.7805
F1: 0.5805
PRECISION: 0.8033
RECALL: 0.4544
ACCURACY: 0.9678
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:32:19.987468
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 73

PR_AUC: 0.4841
ROC_AUC: 0.7782
F1: 0.5275
PRECISION: 0.6020
RECALL: 0.4694
ACCURACY: 0.9588
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:32:23.796871
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 74

PR_AUC: 0.5341
ROC_AUC: 0.7812
F1: 0.5774
PRECISION: 0.7951
RECALL: 0.4533
ACCURACY: 0.9675
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:32:27.546022
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 72

PR_AUC: 0.5081
ROC_AUC: 0.7782
F1: 0.5662
PRECISION: 0.7144
RECALL: 0.4689
ACCURACY: 0.9648
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:33:32.177642
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 76

PR_AUC: 0.5469
ROC_AUC: 0.7827
F1: 0.5966
PRECISION: 0.8251
RECALL: 0.4672
ACCURACY: 0.9691
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:34:00.220657
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 75

PR_AUC: 0.5239
ROC_AUC: 0.7796
F1: 0.5657
PRECISION: 0.7780
RECALL: 0.4444
ACCURACY: 0.9666
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:36:22.588267
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 77

PR_AUC: 0.5132
ROC_AUC: 0.7772
F1: 0.5617
PRECISION: 0.7568
RECALL: 0.4466
ACCURACY: 0.9659
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:45:09.317601
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 78

PR_AUC: 0.5162
ROC_AUC: 0.7832
F1: 0.5647
PRECISION: 0.7532
RECALL: 0.4516
ACCURACY: 0.9659
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 12:57:57.764945
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 79

PR_AUC: 0.5373
ROC_AUC: 0.7785
F1: 0.5800
PRECISION: 0.8141
RECALL: 0.4505
ACCURACY: 0.9681
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 13:00:52.385652
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 83

PR_AUC: 0.5240
ROC_AUC: 0.7830
F1: 0.5702
PRECISION: 0.7440
RECALL: 0.4622
ACCURACY: 0.9659
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 13:01:36.958704
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 81

PR_AUC: 0.5041
ROC_AUC: 0.7779
F1: 0.5447
PRECISION: 0.6927
RECALL: 0.4488
ACCURACY: 0.9633
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 13:02:03.987875
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 80

PR_AUC: 0.5151
ROC_AUC: 0.7831
F1: 0.5678
PRECISION: 0.7565
RECALL: 0.4544
ACCURACY: 0.9661
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 13:02:58.405403
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 84

PR_AUC: 0.2396
ROC_AUC: 0.7659
F1: 0.4224
PRECISION: 0.3898
RECALL: 0.4611
ACCURACY: 0.9383
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 13:03:08.655954
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 85

PR_AUC: 0.5344
ROC_AUC: 0.7759
F1: 0.5803
PRECISION: 0.7828
RECALL: 0.4611
ACCURACY: 0.9673
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 13:04:31.519856
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 82

PR_AUC: 0.5184
ROC_AUC: 0.7804
F1: 0.5727
PRECISION: 0.7912
RECALL: 0.4488
ACCURACY: 0.9672
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-15 13:17:14.168493
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 86

PR_AUC: 0.5343
ROC_AUC: 0.7822
F1: 0.5785
PRECISION: 0.8135
RECALL: 0.4488
ACCURACY: 0.9680
THRESHOLD: 0.9798
---------------------------------------------
