Results Log
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 50

PR_AUC: 0.9009
ROC_AUC: 0.9944
F1: 0.8559
PRECISION: 0.8498
RECALL: 0.8621
ACCURACY: 0.9858
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 14:46:55.515514
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 48

PR_AUC: 0.9030
ROC_AUC: 0.9947
F1: 0.8474
PRECISION: 0.8695
RECALL: 0.8265
ACCURACY: 0.9854
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:09:11.711943
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 35

PR_AUC: 0.9013
ROC_AUC: 0.9945
F1: 0.8587
PRECISION: 0.8538
RECALL: 0.8637
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:10:05.414587
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 6.39e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 37

PR_AUC: 0.9048
ROC_AUC: 0.9949
F1: 0.8636
PRECISION: 0.8790
RECALL: 0.8487
ACCURACY: 0.9869
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:11:50.800401
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 53

PR_AUC: 0.9009
ROC_AUC: 0.9946
F1: 0.8573
PRECISION: 0.8542
RECALL: 0.8604
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:15:29.158331
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 52

PR_AUC: 0.9019
ROC_AUC: 0.9949
F1: 0.8602
PRECISION: 0.8369
RECALL: 0.8849
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:19:53.645951
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 54

PR_AUC: 0.8943
ROC_AUC: 0.9943
F1: 0.8511
PRECISION: 0.8551
RECALL: 0.8471
ACCURACY: 0.9855
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:20:40.349093
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 55

PR_AUC: 0.9024
ROC_AUC: 0.9947
F1: 0.8597
PRECISION: 0.8746
RECALL: 0.8454
ACCURACY: 0.9865
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:24:20.839887
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 7.46e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 41

PR_AUC: 0.9048
ROC_AUC: 0.9948
F1: 0.8574
PRECISION: 0.8622
RECALL: 0.8526
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:33:10.066378
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 51

PR_AUC: 0.9063
ROC_AUC: 0.9950
F1: 0.8629
PRECISION: 0.8492
RECALL: 0.8771
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:40:37.197299
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 58

PR_AUC: 0.9010
ROC_AUC: 0.9945
F1: 0.8576
PRECISION: 0.8768
RECALL: 0.8393
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:46:50.675861
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 57

PR_AUC: 0.9044
ROC_AUC: 0.9951
F1: 0.8579
PRECISION: 0.8037
RECALL: 0.9199
ACCURACY: 0.9851
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 15:47:14.481661
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 56

PR_AUC: 0.9015
ROC_AUC: 0.9943
F1: 0.8540
PRECISION: 0.8559
RECALL: 0.8521
ACCURACY: 0.9857
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:50:23.208368
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8.7e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 59

PR_AUC: 0.9026
ROC_AUC: 0.9949
F1: 0.8602
PRECISION: 0.8720
RECALL: 0.8487
ACCURACY: 0.9865
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 15:52:29.320997
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 66

PR_AUC: 0.9048
ROC_AUC: 0.9946
F1: 0.8593
PRECISION: 0.8166
RECALL: 0.9066
ACCURACY: 0.9855
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 15:56:07.040215
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 60

PR_AUC: 0.9010
ROC_AUC: 0.9944
F1: 0.8537
PRECISION: 0.8251
RECALL: 0.8843
ACCURACY: 0.9852
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:05:33.695853
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 62

PR_AUC: 0.9036
ROC_AUC: 0.9946
F1: 0.8577
PRECISION: 0.8321
RECALL: 0.8849
ACCURACY: 0.9856
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:06:25.224433
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 63

PR_AUC: 0.9000
ROC_AUC: 0.9942
F1: 0.8482
PRECISION: 0.8692
RECALL: 0.8281
ACCURACY: 0.9855
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:08:12.284183
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 61

PR_AUC: 0.9011
ROC_AUC: 0.9945
F1: 0.8609
PRECISION: 0.8251
RECALL: 0.8999
ACCURACY: 0.9858
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:09:20.863859
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 64

PR_AUC: 0.9032
ROC_AUC: 0.9953
F1: 0.8589
PRECISION: 0.8466
RECALL: 0.8715
ACCURACY: 0.9860
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:21:56.489182
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 65

PR_AUC: 0.9053
ROC_AUC: 0.9947
F1: 0.8591
PRECISION: 0.8535
RECALL: 0.8648
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:24:42.718235
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 67

PR_AUC: 0.9074
ROC_AUC: 0.9950
F1: 0.8658
PRECISION: 0.8724
RECALL: 0.8593
ACCURACY: 0.9870
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:26:41.959735
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 68

PR_AUC: 0.9061
ROC_AUC: 0.9946
F1: 0.8588
PRECISION: 0.8256
RECALL: 0.8949
ACCURACY: 0.9856
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 16:32:20.833869
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.0001015
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 69

PR_AUC: 0.9046
ROC_AUC: 0.9951
F1: 0.8600
PRECISION: 0.8041
RECALL: 0.9244
ACCURACY: 0.9853
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 16:37:06.249815
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 73

PR_AUC: 0.9016
ROC_AUC: 0.9949
F1: 0.8542
PRECISION: 0.8449
RECALL: 0.8637
ACCURACY: 0.9856
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:46:21.539400
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 72

PR_AUC: 0.8982
ROC_AUC: 0.9942
F1: 0.8515
PRECISION: 0.8274
RECALL: 0.8771
ACCURACY: 0.9850
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:50:11.569035
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 71

PR_AUC: 0.9002
ROC_AUC: 0.9946
F1: 0.8547
PRECISION: 0.8874
RECALL: 0.8242
ACCURACY: 0.9863
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-21 16:50:12.097645
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 70

PR_AUC: 0.9039
ROC_AUC: 0.9946
F1: 0.8642
PRECISION: 0.8318
RECALL: 0.8993
ACCURACY: 0.9862
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:50:13.458958
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 9.35e-05
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 74

PR_AUC: 0.9058
ROC_AUC: 0.9946
F1: 0.8553
PRECISION: 0.8210
RECALL: 0.8927
ACCURACY: 0.9852
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 16:54:51.075437
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001278
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 76

PR_AUC: 0.9030
ROC_AUC: 0.9950
F1: 0.8615
PRECISION: 0.8194
RECALL: 0.9082
ACCURACY: 0.9857
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 17:02:35.019159
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001093
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 75

PR_AUC: 0.9013
ROC_AUC: 0.9946
F1: 0.8610
PRECISION: 0.8491
RECALL: 0.8732
ACCURACY: 0.9862
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:07:48.771856
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 77

PR_AUC: 0.8963
ROC_AUC: 0.9942
F1: 0.8500
PRECISION: 0.8107
RECALL: 0.8932
ACCURACY: 0.9846
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 17:18:42.356889
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 81

PR_AUC: 0.9001
ROC_AUC: 0.9947
F1: 0.8644
PRECISION: 0.8326
RECALL: 0.8988
ACCURACY: 0.9862
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:19:04.790259
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 6.84e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 82

PR_AUC: 0.8986
ROC_AUC: 0.9944
F1: 0.8544
PRECISION: 0.8114
RECALL: 0.9021
ACCURACY: 0.9849
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 17:20:06.271672
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 80

PR_AUC: 0.8999
ROC_AUC: 0.9945
F1: 0.8564
PRECISION: 0.8569
RECALL: 0.8560
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:21:11.033660
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 78

PR_AUC: 0.9016
ROC_AUC: 0.9944
F1: 0.8604
PRECISION: 0.8214
RECALL: 0.9032
ACCURACY: 0.9856
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 17:24:41.396195
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001494
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 87

PR_AUC: 0.9066
ROC_AUC: 0.9944
F1: 0.8603
PRECISION: 0.8734
RECALL: 0.8476
ACCURACY: 0.9865
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:25:22.157789
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 83

PR_AUC: 0.9061
ROC_AUC: 0.9949
F1: 0.8653
PRECISION: 0.8391
RECALL: 0.8932
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:25:36.744731
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001746
lr_t: 0.0001378
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 88

PR_AUC: 0.9048
ROC_AUC: 0.9948
F1: 0.8610
PRECISION: 0.8589
RECALL: 0.8632
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:31:56.693469
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 90

PR_AUC: 0.9113
ROC_AUC: 0.9953
F1: 0.8637
PRECISION: 0.8390
RECALL: 0.8899
ACCURACY: 0.9862
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:32:37.708873
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.0001183
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 79

PR_AUC: 0.9009
ROC_AUC: 0.9951
F1: 0.8586
PRECISION: 0.8181
RECALL: 0.9032
ACCURACY: 0.9854
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-21 17:40:06.447423
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 8e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 93

PR_AUC: 0.9050
ROC_AUC: 0.9948
F1: 0.8553
PRECISION: 0.8575
RECALL: 0.8532
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-21 17:56:29.489484
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
