Results Log
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9032
ROC_AUC: 0.9950
F1: 0.8588
PRECISION: 0.8185
RECALL: 0.9032
ACCURACY: 0.9855
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 03:23:40.747822
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9041
ROC_AUC: 0.9951
F1: 0.8584
PRECISION: 0.8191
RECALL: 0.9016
ACCURACY: 0.9854
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 03:25:46.820524
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9044
ROC_AUC: 0.9949
F1: 0.8581
PRECISION: 0.8190
RECALL: 0.9010
ACCURACY: 0.9854
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 22:22:02.506929
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 330

PR_AUC: 0.5218
ROC_AUC: 0.7814
F1: 0.5611
PRECISION: 0.7139
RECALL: 0.4622
ACCURACY: 0.9646
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-12 22:22:16.774267
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 333

PR_AUC: 0.4846
ROC_AUC: 0.7797
F1: 0.5242
PRECISION: 0.6036
RECALL: 0.4633
ACCURACY: 0.9588
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-12 22:22:27.740419
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 334

PR_AUC: 0.7688
ROC_AUC: 0.9192
F1: 0.7544
PRECISION: 0.8665
RECALL: 0.6680
ACCURACY: 0.9787
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-12 22:22:50.415016
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 332

PR_AUC: 0.9102
ROC_AUC: 0.9955
F1: 0.8720
PRECISION: 0.8315
RECALL: 0.9166
ACCURACY: 0.9868
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 22:23:10.102688
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 329

PR_AUC: 0.9052
ROC_AUC: 0.9952
F1: 0.8595
PRECISION: 0.8074
RECALL: 0.9188
ACCURACY: 0.9853
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 22:23:34.057864
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 331

PR_AUC: 0.7678
ROC_AUC: 0.9188
F1: 0.7583
PRECISION: 0.8720
RECALL: 0.6707
ACCURACY: 0.9791
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-12 22:27:19.201744
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 336

PR_AUC: 0.4881
ROC_AUC: 0.7778
F1: 0.5412
PRECISION: 0.6432
RECALL: 0.4672
ACCURACY: 0.9612
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-12 22:34:04.662529
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 335

PR_AUC: 0.9060
ROC_AUC: 0.9947
F1: 0.8597
PRECISION: 0.8692
RECALL: 0.8504
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-12 22:54:05.896244
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 338

PR_AUC: 0.9032
ROC_AUC: 0.9945
F1: 0.8613
PRECISION: 0.8335
RECALL: 0.8910
ACCURACY: 0.9859
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 22:54:21.970918
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 340

PR_AUC: 0.7751
ROC_AUC: 0.9183
F1: 0.7677
PRECISION: 0.8765
RECALL: 0.6830
ACCURACY: 0.9798
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-12 22:55:23.877310
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 342

PR_AUC: 0.5207
ROC_AUC: 0.7793
F1: 0.5671
PRECISION: 0.7605
RECALL: 0.4522
ACCURACY: 0.9662
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-12 22:55:54.895940
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 339

PR_AUC: 0.5240
ROC_AUC: 0.7800
F1: 0.5698
PRECISION: 0.7398
RECALL: 0.4633
ACCURACY: 0.9657
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-12 22:55:55.377464
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 341

PR_AUC: 0.8996
ROC_AUC: 0.9945
F1: 0.8580
PRECISION: 0.8746
RECALL: 0.8420
ACCURACY: 0.9864
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 23:12:39.610054
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 337

PR_AUC: 0.7730
ROC_AUC: 0.9202
F1: 0.7668
PRECISION: 0.8378
RECALL: 0.7069
ACCURACY: 0.9789
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-12 23:13:29.725708
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 343

PR_AUC: 0.7702
ROC_AUC: 0.9177
F1: 0.7596
PRECISION: 0.8823
RECALL: 0.6669
ACCURACY: 0.9793
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-12 23:20:53.745982
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 344

PR_AUC: 0.9048
ROC_AUC: 0.9946
F1: 0.8626
PRECISION: 0.8811
RECALL: 0.8448
ACCURACY: 0.9868
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-12 23:28:38.895921
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 353

PR_AUC: 0.9019
ROC_AUC: 0.9944
F1: 0.8552
PRECISION: 0.8028
RECALL: 0.9149
ACCURACY: 0.9848
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 23:29:08.235774
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 357

PR_AUC: 0.2661
ROC_AUC: 0.7747
F1: 0.4617
PRECISION: 0.4527
RECALL: 0.4711
ACCURACY: 0.9462
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-12 23:29:13.844457
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 354

PR_AUC: 0.4733
ROC_AUC: 0.7815
F1: 0.5345
PRECISION: 0.6681
RECALL: 0.4455
ACCURACY: 0.9620
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-12 23:29:30.896855
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 355

PR_AUC: 0.7751
ROC_AUC: 0.9195
F1: 0.7719
PRECISION: 0.8502
RECALL: 0.7069
ACCURACY: 0.9795
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-12 23:29:41.811571
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 356

PR_AUC: 0.9034
ROC_AUC: 0.9952
F1: 0.8696
PRECISION: 0.8308
RECALL: 0.9121
ACCURACY: 0.9866
THRESHOLD: 0.9495
---------------------------------------------
