Results Log
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 647

PR_AUC: 0.9067
ROC_AUC: 0.9948
F1: 0.8636
PRECISION: 0.8663
RECALL: 0.8610
ACCURACY: 0.9867
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 04:30:33.209040
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 650

PR_AUC: 0.8998
ROC_AUC: 0.9944
F1: 0.8510
PRECISION: 0.8637
RECALL: 0.8387
ACCURACY: 0.9856
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 04:36:52.734059
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 651

PR_AUC: 0.5011
ROC_AUC: 0.7826
F1: 0.5494
PRECISION: 0.7282
RECALL: 0.4410
ACCURACY: 0.9646
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 04:42:32.370584
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 652

PR_AUC: 0.7431
ROC_AUC: 0.9161
F1: 0.7611
PRECISION: 0.8014
RECALL: 0.7247
ACCURACY: 0.9777
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 04:56:59.121346
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 653

PR_AUC: 0.9007
ROC_AUC: 0.9947
F1: 0.8579
PRECISION: 0.8564
RECALL: 0.8593
ACCURACY: 0.9861
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 04:58:31.748833
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 654

PR_AUC: 0.2650
ROC_AUC: 0.7611
F1: 0.3778
PRECISION: 0.3233
RECALL: 0.4544
ACCURACY: 0.9267
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 05:01:43.446973
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 655

PR_AUC: 0.7506
ROC_AUC: 0.9159
F1: 0.7431
PRECISION: 0.8172
RECALL: 0.6813
ACCURACY: 0.9769
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 05:11:53.272325
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 657

PR_AUC: 0.5237
ROC_AUC: 0.7796
F1: 0.5684
PRECISION: 0.7605
RECALL: 0.4538
ACCURACY: 0.9663
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 05:13:43.989435
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 659

PR_AUC: 0.9007
ROC_AUC: 0.9948
F1: 0.8611
PRECISION: 0.8515
RECALL: 0.8710
ACCURACY: 0.9862
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 05:28:29.862671
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 656

PR_AUC: 0.9054
ROC_AUC: 0.9947
F1: 0.8622
PRECISION: 0.8630
RECALL: 0.8615
ACCURACY: 0.9865
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 05:32:22.319739
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 660

PR_AUC: 0.5171
ROC_AUC: 0.7796
F1: 0.5692
PRECISION: 0.7795
RECALL: 0.4483
ACCURACY: 0.9668
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 05:33:42.862247
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 661

PR_AUC: 0.7705
ROC_AUC: 0.9181
F1: 0.7656
PRECISION: 0.8327
RECALL: 0.7086
ACCURACY: 0.9788
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 05:37:49.859809
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 662

PR_AUC: 0.9007
ROC_AUC: 0.9945
F1: 0.8631
PRECISION: 0.8569
RECALL: 0.8693
ACCURACY: 0.9865
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 05:46:16.256116
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 663

PR_AUC: 0.5432
ROC_AUC: 0.7823
F1: 0.6015
PRECISION: 0.7978
RECALL: 0.4828
ACCURACY: 0.9687
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 05:50:22.027430
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 664

PR_AUC: 0.7578
ROC_AUC: 0.9179
F1: 0.7502
PRECISION: 0.8320
RECALL: 0.6830
ACCURACY: 0.9777
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 06:06:47.965545
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 666

PR_AUC: 0.5350
ROC_AUC: 0.7808
F1: 0.5840
PRECISION: 0.8338
RECALL: 0.4494
ACCURACY: 0.9687
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 06:08:53.507124
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 667

PR_AUC: 0.7725
ROC_AUC: 0.9185
F1: 0.7657
PRECISION: 0.8766
RECALL: 0.6796
ACCURACY: 0.9796
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 06:19:16.045393
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 669

PR_AUC: 0.5320
ROC_AUC: 0.7827
F1: 0.5826
PRECISION: 0.8279
RECALL: 0.4494
ACCURACY: 0.9685
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 06:25:24.099087
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 670

PR_AUC: 0.7786
ROC_AUC: 0.9200
F1: 0.7693
PRECISION: 0.8429
RECALL: 0.7075
ACCURACY: 0.9792
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 06:26:50.262215
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 665

PR_AUC: 0.9020
ROC_AUC: 0.9945
F1: 0.8605
PRECISION: 0.8180
RECALL: 0.9077
ACCURACY: 0.9856
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-09 06:39:27.076633
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 668

PR_AUC: 0.9015
ROC_AUC: 0.9944
F1: 0.8578
PRECISION: 0.8706
RECALL: 0.8454
ACCURACY: 0.9863
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 06:42:50.070402
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 672

PR_AUC: 0.5162
ROC_AUC: 0.7746
F1: 0.5662
PRECISION: 0.7539
RECALL: 0.4533
ACCURACY: 0.9660
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 06:42:55.242502
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 671

PR_AUC: 0.9006
ROC_AUC: 0.9945
F1: 0.8682
PRECISION: 0.8594
RECALL: 0.8771
ACCURACY: 0.9870
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 06:52:25.597191
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 673

PR_AUC: 0.7766
ROC_AUC: 0.9175
F1: 0.7729
PRECISION: 0.8265
RECALL: 0.7258
ACCURACY: 0.9791
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 07:01:47.831568
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 674

PR_AUC: 0.9043
ROC_AUC: 0.9953
F1: 0.8659
PRECISION: 0.8426
RECALL: 0.8904
ACCURACY: 0.9865
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 07:12:00.377067
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 658

PR_AUC: 0.7731
ROC_AUC: 0.9167
F1: 0.7571
PRECISION: 0.8644
RECALL: 0.6735
ACCURACY: 0.9788
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 07:15:56.982060
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 678

PR_AUC: 0.5352
ROC_AUC: 0.7837
F1: 0.5901
PRECISION: 0.7761
RECALL: 0.4761
ACCURACY: 0.9676
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 07:17:40.952277
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 675

PR_AUC: 0.5429
ROC_AUC: 0.7823
F1: 0.5869
PRECISION: 0.8682
RECALL: 0.4433
ACCURACY: 0.9694
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 07:18:07.466306
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 677

PR_AUC: 0.9053
ROC_AUC: 0.9945
F1: 0.8650
PRECISION: 0.8537
RECALL: 0.8765
ACCURACY: 0.9866
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 07:36:29.463936
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 676

PR_AUC: 0.7728
ROC_AUC: 0.9174
F1: 0.7637
PRECISION: 0.8505
RECALL: 0.6930
ACCURACY: 0.9790
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 07:39:59.312811
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 680

PR_AUC: 0.9091
ROC_AUC: 0.9955
F1: 0.8661
PRECISION: 0.8305
RECALL: 0.9049
ACCURACY: 0.9863
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 07:49:01.968964
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 682

PR_AUC: 0.7606
ROC_AUC: 0.9180
F1: 0.7514
PRECISION: 0.8294
RECALL: 0.6869
ACCURACY: 0.9778
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 07:49:24.534391
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 681

PR_AUC: 0.5162
ROC_AUC: 0.7826
F1: 0.5645
PRECISION: 0.7235
RECALL: 0.4627
ACCURACY: 0.9650
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 07:50:09.760901
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 679

PR_AUC: 0.4307
ROC_AUC: 0.9008
F1: 0.5711
PRECISION: 0.4695
RECALL: 0.7286
ACCURACY: 0.9464
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 07:53:04.326814
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 559

PR_AUC: 0.7810
ROC_AUC: 0.9199
F1: 0.7729
PRECISION: 0.8469
RECALL: 0.7108
ACCURACY: 0.9795
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 07:56:05.877981
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 524

PR_AUC: 0.8990
ROC_AUC: 0.9942
F1: 0.8543
PRECISION: 0.8353
RECALL: 0.8743
ACCURACY: 0.9854
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 08:10:07.196655
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 558

PR_AUC: 0.5062
ROC_AUC: 0.7783
F1: 0.5447
PRECISION: 0.7135
RECALL: 0.4405
ACCURACY: 0.9639
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 08:13:05.792993
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 487

PR_AUC: 0.7723
ROC_AUC: 0.9209
F1: 0.7596
PRECISION: 0.8793
RECALL: 0.6685
ACCURACY: 0.9793
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-09 08:18:11.682630
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 560

PR_AUC: 0.8994
ROC_AUC: 0.9945
F1: 0.8536
PRECISION: 0.8696
RECALL: 0.8382
ACCURACY: 0.9859
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 08:24:25.302354
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 561

PR_AUC: 0.5294
ROC_AUC: 0.7809
F1: 0.5712
PRECISION: 0.8123
RECALL: 0.4405
ACCURACY: 0.9676
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 08:25:05.132260
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 563

PR_AUC: 0.8956
ROC_AUC: 0.9943
F1: 0.8590
PRECISION: 0.8575
RECALL: 0.8604
ACCURACY: 0.9862
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-09 08:25:14.219820
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 562

PR_AUC: 0.7686
ROC_AUC: 0.9187
F1: 0.7628
PRECISION: 0.8377
RECALL: 0.7002
ACCURACY: 0.9787
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-09 08:27:27.332729
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 564

PR_AUC: 0.5178
ROC_AUC: 0.7775
F1: 0.5646
PRECISION: 0.7844
RECALL: 0.4410
ACCURACY: 0.9667
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-09 08:30:40.107008
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
