Results Log
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 43

PR_AUC: 0.7476
ROC_AUC: 0.9172
F1: 0.7376
PRECISION: 0.8532
RECALL: 0.6496
ACCURACY: 0.9774
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 20:35:57.304557
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 44

PR_AUC: 0.9050
ROC_AUC: 0.9947
F1: 0.8595
PRECISION: 0.8515
RECALL: 0.8676
ACCURACY: 0.9861
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-08 20:47:53.323050
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 45

PR_AUC: 0.5299
ROC_AUC: 0.7797
F1: 0.5749
PRECISION: 0.8012
RECALL: 0.4483
ACCURACY: 0.9675
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-08 20:56:21.659401
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 48

PR_AUC: 0.5064
ROC_AUC: 0.7775
F1: 0.5514
PRECISION: 0.7386
RECALL: 0.4399
ACCURACY: 0.9650
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-08 21:01:13.878323
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 46

PR_AUC: 0.7655
ROC_AUC: 0.9187
F1: 0.7571
PRECISION: 0.8672
RECALL: 0.6719
ACCURACY: 0.9789
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 21:06:08.596736
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 47

PR_AUC: 0.9010
ROC_AUC: 0.9943
F1: 0.8542
PRECISION: 0.8751
RECALL: 0.8343
ACCURACY: 0.9861
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 21:06:26.152162
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 49

PR_AUC: 0.7665
ROC_AUC: 0.9176
F1: 0.7589
PRECISION: 0.8140
RECALL: 0.7108
ACCURACY: 0.9779
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 21:06:41.647470
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 51

PR_AUC: 0.4698
ROC_AUC: 0.7749
F1: 0.4960
PRECISION: 0.7326
RECALL: 0.3749
ACCURACY: 0.9627
THRESHOLD: 0.9899
---------------------------------------------
Timestamp: 2025-05-08 21:08:03.182044
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 50

PR_AUC: 0.9038
ROC_AUC: 0.9948
F1: 0.8619
PRECISION: 0.8352
RECALL: 0.8904
ACCURACY: 0.9860
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-08 21:16:47.355945
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 52

PR_AUC: 0.7032
ROC_AUC: 0.9142
F1: 0.7019
PRECISION: 0.7206
RECALL: 0.6841
ACCURACY: 0.9715
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 21:43:28.531636
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 589

PR_AUC: 0.7744
ROC_AUC: 0.9191
F1: 0.7648
PRECISION: 0.8753
RECALL: 0.6791
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 21:43:59.205335
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 587

PR_AUC: 0.9113
ROC_AUC: 0.9950
F1: 0.8627
PRECISION: 0.8062
RECALL: 0.9277
ACCURACY: 0.9855
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 21:44:32.294165
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 588

PR_AUC: 0.5396
ROC_AUC: 0.7811
F1: 0.5836
PRECISION: 0.7215
RECALL: 0.4900
ACCURACY: 0.9658
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 21:49:26.457920
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 590

PR_AUC: 0.9036
ROC_AUC: 0.9947
F1: 0.8586
PRECISION: 0.8181
RECALL: 0.9032
ACCURACY: 0.9854
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-08 22:10:54.607107
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 586

PR_AUC: 0.7526
ROC_AUC: 0.9168
F1: 0.7589
PRECISION: 0.8487
RECALL: 0.6863
ACCURACY: 0.9786
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 22:13:23.550994
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 585

PR_AUC: 0.5392
ROC_AUC: 0.7809
F1: 0.5772
PRECISION: 0.6965
RECALL: 0.4928
ACCURACY: 0.9647
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 22:17:09.966429
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 592

PR_AUC: 0.7705
ROC_AUC: 0.9196
F1: 0.7662
PRECISION: 0.8258
RECALL: 0.7147
ACCURACY: 0.9786
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 22:19:09.390329
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 593

PR_AUC: 0.8998
ROC_AUC: 0.9946
F1: 0.8587
PRECISION: 0.8473
RECALL: 0.8704
ACCURACY: 0.9860
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-08 22:21:02.157836
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 591

PR_AUC: 0.5034
ROC_AUC: 0.7788
F1: 0.5582
PRECISION: 0.7264
RECALL: 0.4533
ACCURACY: 0.9649
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-08 22:23:01.754617
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 594

PR_AUC: 0.5296
ROC_AUC: 0.7830
F1: 0.5790
PRECISION: 0.7944
RECALL: 0.4555
ACCURACY: 0.9676
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-08 22:47:18.671057
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 595

PR_AUC: 0.7724
ROC_AUC: 0.9177
F1: 0.7692
PRECISION: 0.8366
RECALL: 0.7119
ACCURACY: 0.9791
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 22:53:43.826951
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 597

PR_AUC: 0.4887
ROC_AUC: 0.7777
F1: 0.5450
PRECISION: 0.6808
RECALL: 0.4544
ACCURACY: 0.9629
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-08 22:56:54.831659
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 600

PR_AUC: 0.5253
ROC_AUC: 0.7792
F1: 0.5710
PRECISION: 0.7209
RECALL: 0.4727
ACCURACY: 0.9652
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-08 22:57:02.461260
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 598

PR_AUC: 0.7773
ROC_AUC: 0.9190
F1: 0.7733
PRECISION: 0.8847
RECALL: 0.6869
ACCURACY: 0.9803
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 23:09:59.267842
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 599

PR_AUC: 0.9104
ROC_AUC: 0.9951
F1: 0.8594
PRECISION: 0.8535
RECALL: 0.8654
ACCURACY: 0.9861
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-08 23:22:54.855576
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 601

PR_AUC: 0.7646
ROC_AUC: 0.9182
F1: 0.7565
PRECISION: 0.8512
RECALL: 0.6808
ACCURACY: 0.9785
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 23:23:19.465911
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 596

PR_AUC: 0.9002
ROC_AUC: 0.9942
F1: 0.8545
PRECISION: 0.8564
RECALL: 0.8526
ACCURACY: 0.9858
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 23:28:36.047249
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 603

PR_AUC: 0.5310
ROC_AUC: 0.7838
F1: 0.5696
PRECISION: 0.8170
RECALL: 0.4372
ACCURACY: 0.9676
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-08 23:32:40.383047
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 602

PR_AUC: 0.9043
ROC_AUC: 0.9946
F1: 0.8581
PRECISION: 0.8159
RECALL: 0.9049
ACCURACY: 0.9853
THRESHOLD: 0.9293
---------------------------------------------
Timestamp: 2025-05-08 23:33:20.138519
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 604

PR_AUC: 0.7686
ROC_AUC: 0.9179
F1: 0.7640
PRECISION: 0.8170
RECALL: 0.7175
ACCURACY: 0.9783
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-08 23:47:20.569748
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 605

PR_AUC: 0.8989
ROC_AUC: 0.9946
F1: 0.8478
PRECISION: 0.8090
RECALL: 0.8904
ACCURACY: 0.9843
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-08 23:57:01.055791
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 30
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 606

PR_AUC: 0.3465
ROC_AUC: 0.7735
F1: 0.4478
PRECISION: 0.4535
RECALL: 0.4422
ACCURACY: 0.9466
THRESHOLD: 0.9798
---------------------------------------------
