Results Log
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 237

PR_AUC: 0.5197
ROC_AUC: 0.7792
F1: 0.5663
PRECISION: 0.7769
RECALL: 0.4455
ACCURACY: 0.9666
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 10:40:59.172030
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 231

PR_AUC: 0.5290
ROC_AUC: 0.7812
F1: 0.5697
PRECISION: 0.7218
RECALL: 0.4705
ACCURACY: 0.9652
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 10:54:22.145836
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 238

PR_AUC: 0.7677
ROC_AUC: 0.9172
F1: 0.7615
PRECISION: 0.8443
RECALL: 0.6935
ACCURACY: 0.9787
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 10:54:25.028869
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 239

PR_AUC: 0.8934
ROC_AUC: 0.9945
F1: 0.8618
PRECISION: 0.8481
RECALL: 0.8760
ACCURACY: 0.9862
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 10:54:36.667836
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 240

PR_AUC: 0.5189
ROC_AUC: 0.7795
F1: 0.5622
PRECISION: 0.7602
RECALL: 0.4461
ACCURACY: 0.9660
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 10:59:34.501429
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 241

PR_AUC: 0.7463
ROC_AUC: 0.9168
F1: 0.7397
PRECISION: 0.8243
RECALL: 0.6707
ACCURACY: 0.9769
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 11:07:15.557059
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0004
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 242

PR_AUC: 0.8998
ROC_AUC: 0.9948
F1: 0.8593
PRECISION: 0.8428
RECALL: 0.8765
ACCURACY: 0.9859
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 11:14:08.813416
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 243

PR_AUC: 0.4724
ROC_AUC: 0.7780
F1: 0.5366
PRECISION: 0.6734
RECALL: 0.4461
ACCURACY: 0.9623
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 11:19:32.702618
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 244

PR_AUC: 0.7719
ROC_AUC: 0.9194
F1: 0.7613
PRECISION: 0.8699
RECALL: 0.6769
ACCURACY: 0.9792
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 11:28:50.550155
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 248

PR_AUC: 0.9054
ROC_AUC: 0.9950
F1: 0.8674
PRECISION: 0.8461
RECALL: 0.8899
ACCURACY: 0.9867
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 11:29:57.743501
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 247

PR_AUC: 0.7744
ROC_AUC: 0.9200
F1: 0.7652
PRECISION: 0.8567
RECALL: 0.6913
ACCURACY: 0.9792
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 11:31:01.655798
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 246

PR_AUC: 0.4413
ROC_AUC: 0.7764
F1: 0.5124
PRECISION: 0.5864
RECALL: 0.4549
ACCURACY: 0.9576
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 11:33:04.120209
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 245

PR_AUC: 0.9051
ROC_AUC: 0.9949
F1: 0.8538
PRECISION: 0.7945
RECALL: 0.9227
ACCURACY: 0.9845
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 11:33:07.514151
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 249

PR_AUC: 0.5069
ROC_AUC: 0.7814
F1: 0.5561
PRECISION: 0.7659
RECALL: 0.4366
ACCURACY: 0.9659
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 11:46:01.768136
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 250

PR_AUC: 0.7069
ROC_AUC: 0.9134
F1: 0.6990
PRECISION: 0.7690
RECALL: 0.6407
ACCURACY: 0.9730
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 11:53:03.860045
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 251

PR_AUC: 0.8991
ROC_AUC: 0.9944
F1: 0.8556
PRECISION: 0.8155
RECALL: 0.8999
ACCURACY: 0.9851
THRESHOLD: 0.9394
---------------------------------------------
Timestamp: 2025-05-11 11:57:09.509242
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 252

PR_AUC: 0.4779
ROC_AUC: 0.7785
F1: 0.5175
PRECISION: 0.5699
RECALL: 0.4739
ACCURACY: 0.9567
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 12:00:51.210771
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 253

PR_AUC: 0.7687
ROC_AUC: 0.9186
F1: 0.7589
PRECISION: 0.7965
RECALL: 0.7247
ACCURACY: 0.9775
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 12:03:26.158714
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 256

PR_AUC: 0.7742
ROC_AUC: 0.9189
F1: 0.7604
PRECISION: 0.8885
RECALL: 0.6646
ACCURACY: 0.9795
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 12:05:04.919325
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 254

PR_AUC: 0.9066
ROC_AUC: 0.9945
F1: 0.8556
PRECISION: 0.8497
RECALL: 0.8615
ACCURACY: 0.9858
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 12:06:33.669390
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 255

PR_AUC: 0.5131
ROC_AUC: 0.7826
F1: 0.5575
PRECISION: 0.7238
RECALL: 0.4533
ACCURACY: 0.9648
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 12:20:30.810844
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 258

PR_AUC: 0.4936
ROC_AUC: 0.7784
F1: 0.5393
PRECISION: 0.6440
RECALL: 0.4638
ACCURACY: 0.9612
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 12:29:14.891387
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 259

PR_AUC: 0.7636
ROC_AUC: 0.9178
F1: 0.7527
PRECISION: 0.8152
RECALL: 0.6991
ACCURACY: 0.9775
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 12:30:51.091104
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 257

PR_AUC: 0.9058
ROC_AUC: 0.9950
F1: 0.8598
PRECISION: 0.8316
RECALL: 0.8899
ACCURACY: 0.9858
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 12:34:28.091144
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 261

PR_AUC: 0.4773
ROC_AUC: 0.7744
F1: 0.5149
PRECISION: 0.5760
RECALL: 0.4655
ACCURACY: 0.9571
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 12:37:34.171255
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 262

PR_AUC: 0.7677
ROC_AUC: 0.9178
F1: 0.7563
PRECISION: 0.7989
RECALL: 0.7180
ACCURACY: 0.9773
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 12:38:16.660651
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 263

PR_AUC: 0.9072
ROC_AUC: 0.9951
F1: 0.8606
PRECISION: 0.8647
RECALL: 0.8565
ACCURACY: 0.9864
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 12:40:13.240284
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 264

PR_AUC: 0.5187
ROC_AUC: 0.7787
F1: 0.5699
PRECISION: 0.7277
RECALL: 0.4683
ACCURACY: 0.9654
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 12:52:38.152737
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 6
task: test
checkpoint_idx: 260

PR_AUC: 0.8988
ROC_AUC: 0.9947
F1: 0.8587
PRECISION: 0.8395
RECALL: 0.8788
ACCURACY: 0.9858
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 13:07:35.392442
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 268

PR_AUC: 0.7616
ROC_AUC: 0.9179
F1: 0.7505
PRECISION: 0.8361
RECALL: 0.6808
ACCURACY: 0.9778
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 13:08:48.410312
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 267

PR_AUC: 0.4883
ROC_AUC: 0.7761
F1: 0.5354
PRECISION: 0.6406
RECALL: 0.4600
ACCURACY: 0.9609
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 13:10:17.250350
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 265

PR_AUC: 0.7737
ROC_AUC: 0.9189
F1: 0.7746
PRECISION: 0.8633
RECALL: 0.7024
ACCURACY: 0.9800
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 13:10:52.809804
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 4
task: test
checkpoint_idx: 266

PR_AUC: 0.9011
ROC_AUC: 0.9945
F1: 0.8507
PRECISION: 0.8210
RECALL: 0.8826
ACCURACY: 0.9848
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 13:11:24.001450
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0001
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 6
task: test
checkpoint_idx: 269

PR_AUC: 0.9062
ROC_AUC: 0.9950
F1: 0.8574
PRECISION: 0.8205
RECALL: 0.8977
ACCURACY: 0.9854
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 13:13:37.735788
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 270

PR_AUC: 0.5359
ROC_AUC: 0.7815
F1: 0.5764
PRECISION: 0.7913
RECALL: 0.4533
ACCURACY: 0.9674
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 13:13:54.214676
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 271

PR_AUC: 0.7709
ROC_AUC: 0.9180
F1: 0.7651
PRECISION: 0.8232
RECALL: 0.7147
ACCURACY: 0.9785
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 13:23:37.005904
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 2
task: test
checkpoint_idx: 272

PR_AUC: 0.9020
ROC_AUC: 0.9946
F1: 0.8620
PRECISION: 0.8458
RECALL: 0.8788
ACCURACY: 0.9862
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 13:39:11.961231
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 273

PR_AUC: 0.4995
ROC_AUC: 0.7815
F1: 0.5475
PRECISION: 0.6503
RECALL: 0.4727
ACCURACY: 0.9617
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 13:43:40.053712
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 274

PR_AUC: 0.7646
ROC_AUC: 0.9193
F1: 0.7595
PRECISION: 0.7991
RECALL: 0.7236
ACCURACY: 0.9776
THRESHOLD: 0.9596
---------------------------------------------
Timestamp: 2025-05-11 13:46:01.579139
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 276

PR_AUC: 0.5038
ROC_AUC: 0.7793
F1: 0.5461
PRECISION: 0.6843
RECALL: 0.4544
ACCURACY: 0.9630
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 13:46:37.697978
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 6
task: test
checkpoint_idx: 277

PR_AUC: 0.7013
ROC_AUC: 0.9115
F1: 0.6993
PRECISION: 0.7611
RECALL: 0.6468
ACCURACY: 0.9728
THRESHOLD: 0.9697
---------------------------------------------
Timestamp: 2025-05-11 13:47:07.004135
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.5
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 2
task: test
checkpoint_idx: 279

PR_AUC: 0.4965
ROC_AUC: 0.7761
F1: 0.5400
PRECISION: 0.7046
RECALL: 0.4377
ACCURACY: 0.9635
THRESHOLD: 0.9798
---------------------------------------------
Timestamp: 2025-05-11 13:47:39.665108
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 4e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 1
s2_size: 4
task: test
checkpoint_idx: 275

PR_AUC: 0.9071
ROC_AUC: 0.9951
F1: 0.8651
PRECISION: 0.8482
RECALL: 0.8826
ACCURACY: 0.9865
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-11 13:49:23.498137
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
