Results Log
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9029
ROC_AUC: 0.9947
F1: 0.8605
PRECISION: 0.8779
RECALL: 0.8437
ACCURACY: 0.9866
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-23 13:05:14.427158
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9029
ROC_AUC: 0.9949
F1: 0.8627
PRECISION: 0.8572
RECALL: 0.8682
ACCURACY: 0.9865
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-23 13:10:36.970607
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 20
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 0.0002
lr_t: 8e-05
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 1.0
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 2
s2_size: 4
task: test
checkpoint_idx: 0

PR_AUC: 0.9023
ROC_AUC: 0.9947
F1: 0.8640
PRECISION: 0.8605
RECALL: 0.8676
ACCURACY: 0.9866
THRESHOLD: 0.9495
---------------------------------------------
Timestamp: 2025-05-23 16:26:31.453868
batch_size: 800
embedding_size: 128
hidden_size: 512
n_cluster: 10
pretrain_lr_s: 0.002
pretrain_lr_t: 0.002
lr_s: 5.85e-05
lr_t: 0.00016
epochs: 5
pretrain_epochs: 6
ratio: 0.05
distance: 2
fraction: 0.2
obeserved_ratio: 0.7
device: cuda
dataset: porto
update_mode: pretrain
train_num: 80000
s1_size: 3
s2_size: 2
task: test
checkpoint_idx: 91

PR_AUC: 0.7766
ROC_AUC: 0.9188
F1: 0.7627
PRECISION: 0.8057
RECALL: 0.7241
ACCURACY: 0.9779
THRESHOLD: 0.9596
---------------------------------------------
